cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim
"072","072000211","72032","BERFAY","","","","07200140637","2025-03-26","10h22","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","S","C","S","C"
"072","072000211","72087","CONFLANS-SUR-ANILLE","072000210","STATION DE POMPAGE DE PRAZE(RESERVOIR FOSSE LONGUES)","100 %","07200140638","2025-03-26","10h29","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","S","C","S","C"
"072","072000221","72267","SAINT-AUBIN-DES-COUDRAIS","","","","07200139933","2025-02-27","10h02","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DE LA REGION DE VIVE PARENCE","VEOLIA EAU-CGE LE MANS","SIAEP DE LA REGION DE VIVE PARENCE","C","C","C","C"
"072","072000221","72246","PREVELLES","","","","07200140275","2025-03-13","08h56","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DE LA REGION DE VIVE PARENCE","VEOLIA EAU-CGE LE MANS","SIAEP DE LA REGION DE VIVE PARENCE","C","C","C","C"
"072","072000225","72039","BONNETABLE","","","","07200139666","2025-01-22","11h15","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DE LA REGION DE VIVE PARENCE","VEOLIA EAU-CGE LE MANS","SIAEP DE LA REGION DE VIVE PARENCE","C","C","C","C"
"072","072000225","72039","BONNETABLE","","","","07200139934","2025-02-10","11h42","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DE LA REGION DE VIVE PARENCE","VEOLIA EAU-CGE LE MANS","SIAEP DE LA REGION DE VIVE PARENCE","C","C","C","C"
"072","072000225","72039","BONNETABLE","072000809","LES BRETELLIERES","100 %","07200140273","2025-03-25","09h21","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DE LA REGION DE VIVE PARENCE","VEOLIA EAU-CGE LE MANS","SIAEP DE LA REGION DE VIVE PARENCE","C","C","C","C"
"072","072000225","72039","BONNETABLE","","","","07200140276","2025-03-25","09h55","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DE LA REGION DE VIVE PARENCE","VEOLIA EAU-CGE LE MANS","SIAEP DE LA REGION DE VIVE PARENCE","C","C","C","C"
"072","072000225","72039","BONNETABLE","072000809","LES BRETELLIERES","100 %","07200140378","2025-03-25","09h23","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DE LA REGION DE VIVE PARENCE","VEOLIA EAU-CGE LE MANS","SIAEP DE LA REGION DE VIVE PARENCE","S","C","S","C"
"072","072000230","72042","BOULOIRE","072000229","STATION BOIS DES VALLEES (RESERV.CRANCE)","100 %","07200139965","2025-02-25","09h04","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE BOULOIRE","SAUR FRANCE","SIAEP DE BOULOIRE","C","C","C","C"
"072","072000230","72042","BOULOIRE","","","","07200139966","2025-02-25","08h49","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE BOULOIRE","SAUR FRANCE","SIAEP DE BOULOIRE","C","C","C","C"
"072","072000230","72042","BOULOIRE","072000229","STATION BOIS DES VALLEES (RESERV.CRANCE)","100 %","07200140037","2025-02-25","09h04","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE BOULOIRE","SAUR FRANCE","SIAEP DE BOULOIRE","S","C","S","C"
"072","072000230","72298","SAINT-MARS-DE-LOCQUENAY","","","","07200140303","2025-03-12","09h03","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE BOULOIRE","SAUR FRANCE","SIAEP DE BOULOIRE","C","C","C","C"
"072","072000233","72094","COUDRECIEUX","072000929","STATION LA BUSSE CARRÉE (RESERVOIR)","100 %","07200139582","2025-01-20","09h41","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE BOULOIRE","SAUR FRANCE","SIAEP DE BOULOIRE","C","C","C","C"
"072","072000233","72094","COUDRECIEUX","072000929","STATION LA BUSSE CARRÉE (RESERVOIR)","100 %","07200139714","2025-01-20","09h41","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE BOULOIRE","SAUR FRANCE","SIAEP DE BOULOIRE","S","C","S","C"
"072","072000233","72094","COUDRECIEUX","","","","07200140014","2025-02-26","10h37","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","C","C","C","C"
"072","072000237","72292","SAINT-JEAN-DES-ECHELLES","","","","07200139558","2025-01-22","11h26","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","C","C","C","C"
"072","072000237","72057","CHAMPROND","072000315","VIBRAYE CHAMPROND SUD","5 %","07200139562","2025-02-10","10h37","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","C","C","C","C"
"072","072000237","72156","LAMNAY","072003581","PETITES GANCHES - MITONNIERES","95 %","07200139624","2025-01-13","11h02","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","S","C","S","C"
"072","072000237","72156","LAMNAY","072003581","PETITES GANCHES - MITONNIERES","95 %","07200139706","2025-01-13","11h07","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","C","C","C","C"
"072","072000237","72156","LAMNAY","","","","07200140017","2025-02-25","10h57","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","C","C","C","C"
"072","072000237","72373","VIBRAYE","072000315","VIBRAYE CHAMPROND SUD","5 %","07200140020","2025-02-26","11h28","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","C","C","C","C"
"072","072000237","72156","LAMNAY","072003581","PETITES GANCHES - MITONNIERES","95 %","07200140192","2025-03-04","11h25","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","C","C","C","C"
"072","072000240","72329","SAVIGNE-L'EVEQUE","","","","07200139622","2025-01-07","11h08","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAVIGNE L'EVEQUE","VEOLIA EAU-CFSP-AGENCE LE MANS","MAIRIE DE SAVIGNE L'EVEQUE","C","C","C","C"
"072","072000240","72329","SAVIGNE-L'EVEQUE","072003582","STATION JEUNOIRES FO ET F3","100 %","07200139864","2025-02-12","10h15","Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité pour l'équilibre calco-carbonique.","SAVIGNE L'EVEQUE","VEOLIA EAU-CFSP-AGENCE LE MANS","MAIRIE DE SAVIGNE L'EVEQUE","C","C","C","N"
"072","072000240","72329","SAVIGNE-L'EVEQUE","","","","07200139865","2025-02-24","10h05","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAVIGNE L'EVEQUE","VEOLIA EAU-CFSP-AGENCE LE MANS","MAIRIE DE SAVIGNE L'EVEQUE","C","C","C","C"
"072","072000240","72329","SAVIGNE-L'EVEQUE","072003582","STATION JEUNOIRES FO ET F3","100 %","07200140052","2025-02-12","10h16","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAVIGNE L'EVEQUE","VEOLIA EAU-CFSP-AGENCE LE MANS","MAIRIE DE SAVIGNE L'EVEQUE","S","C","S","C"
"072","072000240","72329","SAVIGNE-L'EVEQUE","","","","07200140352","2025-03-05","09h37","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAVIGNE L'EVEQUE","VEOLIA EAU-CFSP-AGENCE LE MANS","MAIRIE DE SAVIGNE L'EVEQUE","C","C","C","C"
"072","072000245","72080","CHERRE-AU","","","","07200139552","2025-01-02","09h51","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP REGION DE L'EST SARTHOIS","VEOLIA EAU-CGE LE MANS","SIAEP REGION DE L'EST SARTHOIS","C","C","C","C"
"072","072000245","72322","SAINT-ULPHACE","072000257","THELIGNY","1 %","07200139572","2025-01-28","10h49","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP REGION DE L'EST SARTHOIS","VEOLIA EAU-CGE LE MANS","SIAEP REGION DE L'EST SARTHOIS","C","C","C","C"
"072","072000245","72093","CORMES","072000244","RESERVOIR LE CHENE","99 %","07200139846","2025-02-19","09h27","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP REGION DE L'EST SARTHOIS","VEOLIA EAU-CGE LE MANS","SIAEP REGION DE L'EST SARTHOIS","C","C","C","C"
"072","072000245","72093","CORMES","072000244","RESERVOIR LE CHENE","99 %","07200140057","2025-02-19","09h28","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP REGION DE L'EST SARTHOIS","VEOLIA EAU-CGE LE MANS","SIAEP REGION DE L'EST SARTHOIS","S","C","S","C"
"072","072000245","72105","COURGENARD","","","","07200140294","2025-03-19","11h06","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP REGION DE L'EST SARTHOIS","VEOLIA EAU-CGE LE MANS","SIAEP REGION DE L'EST SARTHOIS","C","C","C","C"
"072","072000245","72144","GREEZ-SUR-ROC","072000257","THELIGNY","1 %","07200140295","2025-03-19","11h37","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP REGION DE L'EST SARTHOIS","VEOLIA EAU-CGE LE MANS","SIAEP REGION DE L'EST SARTHOIS","C","C","C","C"
"072","072000257","72322","SAINT-ULPHACE","","","","07200139572","2025-01-28","10h49","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP REGION DE L'EST SARTHOIS","VEOLIA EAU-CGE LE MANS","SIAEP REGION DE L'EST SARTHOIS","C","C","C","C"
"072","072000257","72353","THELIGNY","072000256","STATION SAINT MARIN (RESERVOIR POTERIE)","100 %","07200140293","2025-03-26","08h54","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP REGION DE L'EST SARTHOIS","VEOLIA EAU-CGE LE MANS","SIAEP REGION DE L'EST SARTHOIS","C","C","C","C"
"072","072000257","72144","GREEZ-SUR-ROC","","","","07200140295","2025-03-19","11h37","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP REGION DE L'EST SARTHOIS","VEOLIA EAU-CGE LE MANS","SIAEP REGION DE L'EST SARTHOIS","C","C","C","C"
"072","072000257","72353","THELIGNY","072000256","STATION SAINT MARIN (RESERVOIR POTERIE)","100 %","07200140384","2025-03-26","08h55","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP REGION DE L'EST SARTHOIS","VEOLIA EAU-CGE LE MANS","SIAEP REGION DE L'EST SARTHOIS","S","C","S","C"
"072","072000274","72269","SAINT-CALAIS","","","","07200139695","2025-01-15","10h37","Une flore aérobie importante empêche de vérifier la présence éventuelle de germes tests de contamination. De ce fait, ce résultat apparaît bactériologiquement douteux, même si aucun élément n'indique de dégradation de la qualité chimique de l'eau (aucune turbidté ou coloration). Un nouveau contrôle va être réalisé.","SAINT CALAIS","SUEZ EAUX FRANCE (VENDOME)","MAIRIE DE SAINT CALAIS","C","C","C","C"
"072","072000274","72269","SAINT-CALAIS","","","","07200139824","2025-01-24","10h07","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAINT CALAIS","SUEZ EAUX FRANCE (VENDOME)","MAIRIE DE SAINT CALAIS","C","C","C","C"
"072","072000274","72269","SAINT-CALAIS","","","","07200139837","2025-02-11","08h59","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAINT CALAIS","SUEZ EAUX FRANCE (VENDOME)","MAIRIE DE SAINT CALAIS","C","C","C","C"
"072","072000274","72269","SAINT-CALAIS","072000269","STATION DE LUSSEAU","100 %","07200140270","2025-03-18","09h00","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAINT CALAIS","SUEZ EAUX FRANCE (VENDOME)","MAIRIE DE SAINT CALAIS","C","C","C","C"
"072","072000274","72269","SAINT-CALAIS","","","","07200140285","2025-03-18","09h38","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAINT CALAIS","SUEZ EAUX FRANCE (VENDOME)","MAIRIE DE SAINT CALAIS","C","C","C","C"
"072","072000274","72269","SAINT-CALAIS","072000269","STATION DE LUSSEAU","100 %","07200140379","2025-03-18","09h07","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAINT CALAIS","SUEZ EAUX FRANCE (VENDOME)","MAIRIE DE SAINT CALAIS","S","C","S","C"
"072","072000281","72269","SAINT-CALAIS","072000269","STATION DE LUSSEAU","100 %","07200140270","2025-03-18","09h00","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAINT CALAIS","SUEZ EAUX FRANCE (VENDOME)","MAIRIE DE SAINT CALAIS","C","C","C","C"
"072","072000281","72269","SAINT-CALAIS","072000269","STATION DE LUSSEAU","100 %","07200140379","2025-03-18","09h07","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAINT CALAIS","SUEZ EAUX FRANCE (VENDOME)","MAIRIE DE SAINT CALAIS","S","C","S","C"
"072","072000282","72190","MAROLLES-LES-SAINT-CALAIS","","","","07200139559","2025-01-15","11h05","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","C","C","C","C"
"072","072000282","72269","SAINT-CALAIS","072000269","STATION DE LUSSEAU","100 %","07200140270","2025-03-18","09h00","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAINT CALAIS","SUEZ EAUX FRANCE (VENDOME)","MAIRIE DE SAINT CALAIS","C","C","C","C"
"072","072000282","72269","SAINT-CALAIS","072000269","STATION DE LUSSEAU","100 %","07200140379","2025-03-18","09h07","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAINT CALAIS","SUEZ EAUX FRANCE (VENDOME)","MAIRIE DE SAINT CALAIS","S","C","S","C"
"072","072000286","72047","BRETTE-LES-PINS","072000284","STATION LE MOULIN NEUF (RESERVOIR BROSSE","100 %","07200139586","2025-01-27","09h27","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE BRETTE LES PINS","SAEP DE BRETTE LES PINS","SAEP DE BRETTE LES PINS","C","C","C","C"
"072","072000286","72299","SAINT-MARS-D'OUTILLE","","","","07200139587","2025-01-21","11h19","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE BRETTE LES PINS","SAEP DE BRETTE LES PINS","SAEP DE BRETTE LES PINS","C","C","C","C"
"072","072000286","72047","BRETTE-LES-PINS","072000284","STATION LE MOULIN NEUF (RESERVOIR BROSSE","100 %","07200139713","2025-01-27","09h29","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE BRETTE LES PINS","SAEP DE BRETTE LES PINS","SAEP DE BRETTE LES PINS","S","C","S","C"
"072","072000286","72047","BRETTE-LES-PINS","","","","07200139971","2025-02-11","13h59","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE BRETTE LES PINS","SAEP DE BRETTE LES PINS","SAEP DE BRETTE LES PINS","C","C","C","C"
"072","072000286","72299","SAINT-MARS-D'OUTILLE","","","","07200140309","2025-03-12","09h43","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DE BRETTE LES PINS","SAEP DE BRETTE LES PINS","SAEP DE BRETTE LES PINS","C","C","C","C"
"072","072000290","72134","FLEE","","","","07200139574","2025-01-20","11h58","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","CC DE LOIR LUCE BERCE","CC DE LOIR LUCE BERCE","CC DE LOIR LUCE BERCE","C","C","C","C"
"072","072000290","72153","JUPILLES","","","","07200139975","2025-02-12","11h43","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","CC DE LOIR LUCE BERCE","CC DE LOIR LUCE BERCE","CC DE LOIR LUCE BERCE","C","C","C","C"
"072","072000290","72028","BEAUMONT-PIED-DE-BOEUF","072000295","STATION LE PERROUX","100 %","07200140269","2025-03-13","11h09","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","CC DE LOIR LUCE BERCE","CC DE LOIR LUCE BERCE","CC DE LOIR LUCE BERCE","C","C","C","C"
"072","072000290","72028","BEAUMONT-PIED-DE-BOEUF","072000295","STATION LE PERROUX","100 %","07200140382","2025-03-13","11h09","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","CC DE LOIR LUCE BERCE","CC DE LOIR LUCE BERCE","CC DE LOIR LUCE BERCE","S","C","S","C"
"072","072000308","72132","FERTE-BERNARD (LA)","072000307","RESERVOIR LE CORMIER","100 %","07200139643","2025-01-22","08h44","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIVU LA FERTÉ BERNARD CHERRÉ-AU","SAUR FRANCE","SIVU LA FERTÉ-BERNARD ET CHERRÉ-AU","S","C","S","C"
"072","072000308","72132","FERTE-BERNARD (LA)","","","","07200139645","2025-01-22","09h47","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIVU LA FERTÉ BERNARD CHERRÉ-AU","SAUR FRANCE","SIVU LA FERTÉ-BERNARD ET CHERRÉ-AU","C","C","C","C"
"072","072000308","72132","FERTE-BERNARD (LA)","072000307","RESERVOIR LE CORMIER","100 %","07200139898","2025-02-18","09h43","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIVU LA FERTÉ BERNARD CHERRÉ-AU","SAUR FRANCE","SIVU LA FERTÉ-BERNARD ET CHERRÉ-AU","C","C","C","C"
"072","072000308","72132","FERTE-BERNARD (LA)","","","","07200139901","2025-02-18","10h09","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIVU LA FERTÉ BERNARD CHERRÉ-AU","SAUR FRANCE","SIVU LA FERTÉ-BERNARD ET CHERRÉ-AU","C","C","C","C"
"072","072000308","72132","FERTE-BERNARD (LA)","072000307","RESERVOIR LE CORMIER","100 %","07200140047","2025-02-18","09h43","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIVU LA FERTÉ BERNARD CHERRÉ-AU","SAUR FRANCE","SIVU LA FERTÉ-BERNARD ET CHERRÉ-AU","S","C","S","C"
"072","072000308","72132","FERTE-BERNARD (LA)","072000307","RESERVOIR LE CORMIER","100 %","07200140226","2025-03-03","10h06","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIVU LA FERTÉ BERNARD CHERRÉ-AU","SAUR FRANCE","SIVU LA FERTÉ-BERNARD ET CHERRÉ-AU","S","C","S","C"
"072","072000308","72132","FERTE-BERNARD (LA)","","","","07200140229","2025-03-11","10h43","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIVU LA FERTÉ BERNARD CHERRÉ-AU","SAUR FRANCE","SIVU LA FERTÉ-BERNARD ET CHERRÉ-AU","C","C","C","C"
"072","072000315","72373","VIBRAYE","072000932","RESERVOIR BELLE VUE","96 %","07200139556","2025-01-13","10h24","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","S","C","S","C"
"072","072000315","72057","CHAMPROND","","","","07200139562","2025-02-10","10h37","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","C","C","C","C"
"072","072000315","72373","VIBRAYE","072000932","RESERVOIR BELLE VUE","96 %","07200139707","2025-01-13","10h25","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","C","C","C","C"
"072","072000315","72373","VIBRAYE","","","","07200140020","2025-02-26","11h28","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","C","C","C","C"
"072","072000315","72087","CONFLANS-SUR-ANILLE","072000210","STATION DE POMPAGE DE PRAZE(RESERVOIR FOSSE LONGUES)","4 %","07200140195","2025-03-04","10h13","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","C","C","C","C"
"072","072000315","72087","CONFLANS-SUR-ANILLE","072000210","STATION DE POMPAGE DE PRAZE(RESERVOIR FOSSE LONGUES)","4 %","07200140638","2025-03-26","10h29","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","S","C","S","C"
"072","072000335","72224","NUILLE-LE-JALAIS","072000870","RESERVOIR LES JUPPEAUX","100 %","07200139669","2025-01-08","10h04","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DU JALAIS","VEOLIA EAU-CFSP-AGENCE LE MANS","SAEP LE JALAIS","C","C","C","C"
"072","072000335","72358","THORIGNE-SUR-DUE","","","","07200139671","2025-01-23","10h05","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DU JALAIS","VEOLIA EAU-CFSP-AGENCE LE MANS","SAEP LE JALAIS","C","C","C","C"
"072","072000335","72224","NUILLE-LE-JALAIS","072000870","RESERVOIR LES JUPPEAUX","100 %","07200139724","2025-01-08","10h10","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DU JALAIS","VEOLIA EAU-CFSP-AGENCE LE MANS","SAEP LE JALAIS","S","C","S","C"
"072","072000335","72358","THORIGNE-SUR-DUE","","","","07200139938","2025-02-26","10h35","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DU JALAIS","VEOLIA EAU-CFSP-AGENCE LE MANS","SAEP LE JALAIS","C","C","C","C"
"072","072000335","72358","THORIGNE-SUR-DUE","","","","07200140280","2025-03-26","10h51","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DU JALAIS","VEOLIA EAU-CFSP-AGENCE LE MANS","SAEP LE JALAIS","C","C","C","C"
"072","072000336","72007","ARDENAY-SUR-MERIZE","","","","07200139939","2025-02-28","10h04","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DU JALAIS","VEOLIA EAU-CFSP-AGENCE LE MANS","SAEP LE JALAIS","C","C","C","C"
"072","072000336","72341","SOULITRE","","","","07200139940","2025-02-20","09h33","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DU JALAIS","VEOLIA EAU-CFSP-AGENCE LE MANS","SAEP LE JALAIS","C","C","C","C"
"072","072000336","72341","SOULITRE","072000333","STATION LES HUCHEREAUX","100 %","07200140279","2025-03-18","09h05","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DU JALAIS","VEOLIA EAU-CFSP-AGENCE LE MANS","SAEP LE JALAIS","C","C","C","C"
"072","072000336","72046","BREIL-SUR-MERIZE (LE)","","","","07200140281","2025-03-20","10h55","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DU JALAIS","VEOLIA EAU-CFSP-AGENCE LE MANS","SAEP LE JALAIS","C","C","C","C"
"072","072000336","72341","SOULITRE","072000333","STATION LES HUCHEREAUX","100 %","07200140380","2025-03-18","09h05","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SYNDICAT DU JALAIS","VEOLIA EAU-CFSP-AGENCE LE MANS","SAEP LE JALAIS","S","C","S","C"
"072","072000342","72041","BOUER","072000329","LA BUTTE DE BOUER","100 %","07200139880","2025-02-04","11h18","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","SAEP DOLLON PERCHE VAIRAIS","C","C","C","C"
