cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim
"053","053000158","53259","SENONNES","","","","05300123261","2025-02-20","10h00","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","C.C. PAYS DE CRAON-RENAZE LA PLAINE","VEOLIA EAU-COMPAGNIE GENERALE DES EAUX","CC DU PAYS DE CRAON","C","C","C","C"
"053","053000158","53073","CONGRIER","","","","05300123566","2025-03-17","10h33","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","C.C. PAYS DE CRAON-RENAZE LA PLAINE","VEOLIA EAU-COMPAGNIE GENERALE DES EAUX","CC DU PAYS DE CRAON","C","C","C","C"
"053","053000159","53165","NIAFLES","","","","05300123163","2025-01-16","09h29","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","C.C. PAYS DE CRAON-RENAZE LA PLAINE","VEOLIA EAU-COMPAGNIE GENERALE DES EAUX","CC DU PAYS DE CRAON","C","C","C","C"
"053","053000159","53062","CHATEAU-GONTIER-SUR-MAYENNE","053000039","USINE DE LA ROCHE","100 %","05300123165","2025-01-13","09h00","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","C.C. DU PAYS DE CRAON","CC DU PAYS DE CRAON","CC DU PAYS DE CRAON","C","C","C","C"
"053","053000159","53062","CHATEAU-GONTIER-SUR-MAYENNE","053000039","USINE DE LA ROCHE","100 %","05300123396","2025-02-06","08h59","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","C.C. DU PAYS DE CRAON","CC DU PAYS DE CRAON","CC DU PAYS DE CRAON","C","C","C","C"
"053","053000159","53062","CHATEAU-GONTIER-SUR-MAYENNE","053000039","USINE DE LA ROCHE","100 %","05300123682","2025-03-06","08h56","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","C.C. DU PAYS DE CRAON","CC DU PAYS DE CRAON","CC DU PAYS DE CRAON","C","C","C","C"
"053","053000159","53062","CHATEAU-GONTIER-SUR-MAYENNE","053000039","USINE DE LA ROCHE","100 %","05300123685","2025-03-06","09h06","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","C.C. DU PAYS DE CRAON","CC DU PAYS DE CRAON","CC DU PAYS DE CRAON","S","C","S","C"
"053","053000167","53224","SAINT-GERMAIN-LE-FOUILLOUX","","","","05300123102","2025-01-03","09h43","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION NORD-EST","SAUR-FRANCE","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000167","53229","SAINT-JEAN-SUR-MAYENNE","053000165","STATION DE LA BOUSSARDIERE","100 %","05300123281","2025-02-18","09h50","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION NORD-EST","SAUR-FRANCE","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000167","53229","SAINT-JEAN-SUR-MAYENNE","053000165","STATION DE LA BOUSSARDIERE","100 %","05300123451","2025-02-18","09h50","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION NORD-EST","SAUR-FRANCE","CA LAVAL AGGLOMÉRATION","S","C","S","C"
"053","053000167","53156","MONTFLOURS","","","","05300123590","2025-03-24","08h42","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION NORD-EST","SAUR-FRANCE","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000179","53140","LOUVERNE","","","","05300123098","2025-01-30","10h53","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION NORD-EST","SAUR-FRANCE","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000179","53224","SAINT-GERMAIN-LE-FOUILLOUX","053000167","SAINT JEAN SUR MAYENNE","","05300123102","2025-01-03","09h43","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION NORD-EST","SAUR-FRANCE","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000179","53140","LOUVERNE","","","","05300123585","2025-03-24","08h27","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION NORD-EST","SAUR-FRANCE","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000179","53156","MONTFLOURS","053000167","SAINT JEAN SUR MAYENNE","","05300123590","2025-03-24","08h42","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION NORD-EST","SAUR-FRANCE","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000179","53140","LOUVERNE","053003910","RESERVOIR LA TROUSSIERE","100 %","05300123702","2025-03-25","08h51","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION NORD-EST","SAUR-FRANCE","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000180","53140","LOUVERNE","053000179","LOUVERNE","","05300123098","2025-01-30","10h53","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION NORD-EST","SAUR-FRANCE","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000180","53049","CHALONS-DU-MAINE","","","","05300123100","2025-01-23","10h30","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION NORD-EST","SAUR-FRANCE","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000180","53224","SAINT-GERMAIN-LE-FOUILLOUX","053000167","SAINT JEAN SUR MAYENNE","","05300123102","2025-01-03","09h43","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION NORD-EST","SAUR-FRANCE","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000180","53140","LOUVERNE","053000179","LOUVERNE","","05300123585","2025-03-24","08h27","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION NORD-EST","SAUR-FRANCE","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000180","53049","CHALONS-DU-MAINE","053003909","RESERVOIR MOULIN A VENT","100 %","05300123587","2025-03-25","09h16","Eau conforme aux limites de qualité des eaux destinées à la consommati on humaine fixées par le code de la santé publique. Du point de vue de s références de qualité, le caractère agressif de l'eau peut être sign alé.","LAVAL AGGLOMERATION NORD-EST","SAUR-FRANCE","CA LAVAL AGGLOMÉRATION","C","C","C","N"
"053","053000180","53049","CHALONS-DU-MAINE","","","","05300123588","2025-03-28","08h30","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION NORD-EST","SAUR-FRANCE","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000180","53156","MONTFLOURS","053000167","SAINT JEAN SUR MAYENNE","","05300123590","2025-03-24","08h42","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION NORD-EST","SAUR-FRANCE","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000187","53146","MARTIGNE-SUR-MAYENNE","053000185","STATION DE L'AUBINIERE","99 %","05300123090","2025-01-27","09h25","Eau conforme aux limites de qualité des eaux destinées à la consommati on humaine fixées par le code de la santé publique. Du point de vue de s références de qualité, un dépassement concernant la turbidité (3,4 N FU pour une référence à 2 NFU) peut être signalé. Probablement lié aux fortes précipitations. Les substances faisant l'objet de références d e qualité n'ont pas d'incidence directe pour la santé mais peuvent êtr e à l'origine de désagrément pour le consommateur (eau trouble). Un re contrôle est programmé.","ADDUCTION DE MARTIGNE SUR MAYENNE","MAIRIE DE MARTIGNE-SUR-MAYENNE","MAIRIE DE MARTIGNE-SUR-MAYENNE","C","C","C","N"
"053","053000187","53074","CONTEST","053000807","ALEXAIN - ST GERMAIN","1 %","05300123134","2025-01-27","12h54","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DE L'ANXURE ET DE LA PERCHE","SIAEP DE L'ANXURE ET DE LA PERCHE","SIAEP DE L'ANXURE ET DE LA PERCHE","C","C","C","C"
"053","053000187","53146","MARTIGNE-SUR-MAYENNE","053000185","STATION DE L'AUBINIERE","99 %","05300123174","2025-01-27","09h28","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","ADDUCTION DE MARTIGNE SUR MAYENNE","MAIRIE DE MARTIGNE-SUR-MAYENNE","MAIRIE DE MARTIGNE-SUR-MAYENNE","S","C","S","C"
"053","053000187","53146","MARTIGNE-SUR-MAYENNE","","","","05300123256","2025-02-17","12h11","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","ADDUCTION DE MARTIGNE SUR MAYENNE","MAIRIE DE MARTIGNE-SUR-MAYENNE","MAIRIE DE MARTIGNE-SUR-MAYENNE","C","C","C","C"
"053","053000187","53179","PLACE","053000807","ALEXAIN - ST GERMAIN","1 %","05300123320","2025-02-05","12h15","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DE L'ANXURE ET DE LA PERCHE","SIAEP DE L'ANXURE ET DE LA PERCHE","SIAEP DE L'ANXURE ET DE LA PERCHE","C","C","C","C"
"053","053000187","53146","MARTIGNE-SUR-MAYENNE","","","","05300123660","2025-03-18","11h45","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","ADDUCTION DE MARTIGNE SUR MAYENNE","MAIRIE DE MARTIGNE-SUR-MAYENNE","MAIRIE DE MARTIGNE-SUR-MAYENNE","C","C","C","C"
"053","053000206","53161","MONTSURS","","","","05300123025","2025-01-14","08h55","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","RÉGIE DES EAUX DES COËVRONS","RÉGIE DES EAUX DES COËVRONS","RÉGIE DES EAUX DES COËVRONS","C","C","C","C"
"053","053000206","53161","MONTSURS","053000205","STATION DE LA CROIX-BOUCHER","26 %","05300123655","2025-03-03","10h12","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","RÉGIE DES EAUX DES COËVRONS","RÉGIE DES EAUX DES COËVRONS","RÉGIE DES EAUX DES COËVRONS","S","C","S","C"
"053","053000206","53161","MONTSURS","053000204","STATION DU BURON","74 %","05300123658","2025-03-03","08h54","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","RÉGIE DES EAUX DES COËVRONS","RÉGIE DES EAUX DES COËVRONS","RÉGIE DES EAUX DES COËVRONS","S","C","S","C"
"053","053000206","53161","MONTSURS","","","","05300123659","2025-03-03","09h43","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","RÉGIE DES EAUX DES COËVRONS","RÉGIE DES EAUX DES COËVRONS","RÉGIE DES EAUX DES COËVRONS","C","C","C","C"
"053","053000206","53161","MONTSURS","053000205","STATION DE LA CROIX-BOUCHER","26 %","05300123690","2025-03-03","10h04","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","RÉGIE DES EAUX DES COËVRONS","RÉGIE DES EAUX DES COËVRONS","RÉGIE DES EAUX DES COËVRONS","C","C","C","C"
"053","053000210","53170","OISSEAU","","","","05300123143","2025-01-07","10h06","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DE COLMONT MAYENNE ET VARENNE","STGS","SIAEP DE COLMONT MAYENNE ET VARENNE","C","C","C","C"
"053","053000210","53170","OISSEAU","","","","05300123624","2025-03-11","09h20","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DE COLMONT MAYENNE ET VARENNE","STGS","SIAEP DE COLMONT MAYENNE ET VARENNE","C","C","C","C"
"053","053000219","53202","SAINT-BERTHEVIN-LA-TANNIERE","","","","05300123153","2025-01-30","10h12","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DU NORD OUEST MAYENNAIS","SAUR-FRANCE","SYNDICAT D'EAU NORD OUEST MAYENNAIS","C","C","C","C"
"053","053000219","53154","MONTAUDIN","053000218","STATION DE POUILLE","","05300123334","2025-02-10","09h08","Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité pour l'équilibre calco-carbonique.","SIAEP DU NORD OUEST MAYENNAIS","SAUR-FRANCE","SYNDICAT D'EAU NORD OUEST MAYENNAIS","C","C","C","N"
"053","053000219","53154","MONTAUDIN","053000218","STATION DE POUILLE","","05300123442","2025-02-10","09h08","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DU NORD OUEST MAYENNAIS","SAUR-FRANCE","SYNDICAT D'EAU NORD OUEST MAYENNAIS","S","C","S","C"
"053","053000219","53154","MONTAUDIN","","","","05300123634","2025-03-13","10h49","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","SIAEP DU NORD OUEST MAYENNAIS","SAUR-FRANCE","SYNDICAT D'EAU NORD OUEST MAYENNAIS","C","C","C","C"
"053","053000222","53054","CHANGE","053000001","LAVAL AGGLOMERATION","50 %","05300123085","2025-01-02","10h37","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53130","LAVAL","053000001","LAVAL AGGLOMERATION","50 %","05300123086","2025-01-02","09h40","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53130","LAVAL","053000001","LAVAL AGGLOMERATION","50 %","05300123087","2025-01-15","12h37","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53130","LAVAL","053000001","LAVAL AGGLOMERATION","50 %","05300123088","2025-01-14","13h35","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53130","LAVAL","053000001","LAVAL AGGLOMERATION","50 %","05300123089","2025-01-28","13h51","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53130","LAVAL","053000001","LAVAL AGGLOMERATION","50 %","05300123091","2025-01-30","11h44","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53130","LAVAL","053000001","LAVAL AGGLOMERATION","50 %","05300123092","2025-01-29","12h18","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53119","HUISSERIE (L')","053000001","LAVAL AGGLOMERATION","50 %","05300123093","2025-01-29","11h24","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53201","SAINT-BERTHEVIN","053000221","STATION DE LA POUPARDIERE","50 %","05300123109","2025-01-16","11h38","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLO - LOIRON ST BERTHEVIN","SUEZ","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53201","SAINT-BERTHEVIN","","","","05300123111","2025-01-30","10h05","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLO - LOIRON ST BERTHEVIN","SUEZ","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53201","SAINT-BERTHEVIN","053000221","STATION DE LA POUPARDIERE","50 %","05300123173","2025-01-16","11h45","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLO - LOIRON ST BERTHEVIN","SUEZ","CA LAVAL AGGLOMÉRATION","S","C","S","C"
"053","053000222","53054","CHANGE","053000001","LAVAL AGGLOMERATION","50 %","05300123268","2025-02-06","11h00","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53130","LAVAL","053000001","LAVAL AGGLOMERATION","50 %","05300123269","2025-02-11","13h17","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53130","LAVAL","053000001","LAVAL AGGLOMERATION","50 %","05300123270","2025-02-14","09h56","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53130","LAVAL","053000001","LAVAL AGGLOMERATION","50 %","05300123271","2025-02-18","12h03","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53119","HUISSERIE (L')","053000001","LAVAL AGGLOMERATION","50 %","05300123276","2025-02-18","11h35","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53201","SAINT-BERTHEVIN","","","","05300123287","2025-02-04","10h38","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLO - LOIRON ST BERTHEVIN","SUEZ","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53054","CHANGE","053000001","LAVAL AGGLOMERATION","50 %","05300123571","2025-03-03","10h58","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53130","LAVAL","053000001","LAVAL AGGLOMERATION","50 %","05300123572","2025-03-27","08h42","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53130","LAVAL","053000001","LAVAL AGGLOMERATION","50 %","05300123573","2025-03-25","12h03","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53130","LAVAL","053000001","LAVAL AGGLOMERATION","50 %","05300123575","2025-03-12","10h57","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53130","LAVAL","053000001","LAVAL AGGLOMERATION","50 %","05300123576","2025-03-10","11h15","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53130","LAVAL","053000001","LAVAL AGGLOMERATION","50 %","05300123577","2025-03-20","09h00","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53130","LAVAL","053000001","LAVAL AGGLOMERATION","50 %","05300123578","2025-03-06","10h56","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53119","HUISSERIE (L')","053000001","LAVAL AGGLOMERATION","50 %","05300123579","2025-03-10","10h37","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53201","SAINT-BERTHEVIN","","","","05300123599","2025-03-03","10h20","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLO - LOIRON ST BERTHEVIN","SUEZ","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000222","53130","LAVAL","053000001","LAVAL AGGLOMERATION","50 %","05300123715","2025-03-06","10h54","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","S","C","S","C"
"053","053000223","53054","CHANGE","053000001","LAVAL AGGLOMERATION","100 %","05300123085","2025-01-02","10h37","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000223","53130","LAVAL","053000001","LAVAL AGGLOMERATION","100 %","05300123086","2025-01-02","09h40","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000223","53130","LAVAL","053000001","LAVAL AGGLOMERATION","100 %","05300123087","2025-01-15","12h37","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000223","53130","LAVAL","053000001","LAVAL AGGLOMERATION","100 %","05300123088","2025-01-14","13h35","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000223","53130","LAVAL","053000001","LAVAL AGGLOMERATION","100 %","05300123089","2025-01-28","13h51","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000223","53130","LAVAL","053000001","LAVAL AGGLOMERATION","100 %","05300123091","2025-01-30","11h44","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000223","53130","LAVAL","053000001","LAVAL AGGLOMERATION","100 %","05300123092","2025-01-29","12h18","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000223","53119","HUISSERIE (L')","053000001","LAVAL AGGLOMERATION","100 %","05300123093","2025-01-29","11h24","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000223","53201","SAINT-BERTHEVIN","","","","05300123112","2025-01-30","12h16","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLO - LOIRON ST BERTHEVIN","SUEZ","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000223","53054","CHANGE","053000001","LAVAL AGGLOMERATION","100 %","05300123268","2025-02-06","11h00","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000223","53130","LAVAL","053000001","LAVAL AGGLOMERATION","100 %","05300123269","2025-02-11","13h17","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000223","53130","LAVAL","053000001","LAVAL AGGLOMERATION","100 %","05300123270","2025-02-14","09h56","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000223","53130","LAVAL","053000001","LAVAL AGGLOMERATION","100 %","05300123271","2025-02-18","12h03","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000223","53119","HUISSERIE (L')","053000001","LAVAL AGGLOMERATION","100 %","05300123276","2025-02-18","11h35","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000223","53201","SAINT-BERTHEVIN","","","","05300123288","2025-02-19","11h25","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLO - LOIRON ST BERTHEVIN","SUEZ","CA LAVAL AGGLOMÉRATION","C","C","C","C"
"053","053000223","53054","CHANGE","053000001","LAVAL AGGLOMERATION","100 %","05300123571","2025-03-03","10h58","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","LAVAL AGGLOMERATION","CA LAVAL AGGLOMÉRATION","CA LAVAL AGGLOMÉRATION","C","C","C","C"
